,car,Date,Dealer_Name,Dealer_Region,Company,Model,Engine,Transmission,Color_car,Body Style,Price
8548,C_CND_008549,11/22/2022,New Castle Ford Lincoln Mercury,Aurora,CMP_017,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$22,000 "
8549,C_CND_008550,11/22/2022,Pars Auto Sales,Greenville,CMP_025,Town car,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$26,000 "
8550,C_CND_008551,11/22/2022,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_001,Crown Victoria,Overhead Camshaft,Manual,Pale White,Passenger,"$20,000 "
8551,C_CND_008552,11/22/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_008,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$9,000 "
8552,C_CND_008553,11/22/2022,Rabun Used Car Sales,Austin,CMP_007,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$15,000 "
8553,C_CND_008554,11/22/2022,Race Car Help,Austin,CMP_012,Forester,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$22,000 "
8554,C_CND_008555,11/22/2022,Ryder Truck Rental and Leasing,Middletown,CMP_001,Mustang,Overhead Camshaft,Manual,Red,Hatchback,"$25,001 "
8555,C_CND_008556,11/22/2022,Saab-Belle Dodge,Aurora,CMP_006,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$18,301 "
8556,C_CND_008557,11/22/2022,Scrivener Performance Engineering,Greenville,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$16,001 "
8557,C_CND_008558,11/22/2022,Star Enterprises Inc,Pasco,CMP_019,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$46,001 "
8558,C_CND_008559,11/22/2022,Suburban Ford,Janesville,CMP_021,C-Class,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$14,001 "
8559,C_CND_008560,11/22/2022,Tri-State Mack Inc,Scottsdale,CMP_004,Sienna,Overhead Camshaft,Manual,Black,Passenger,"$16,001 "
8560,C_CND_008561,11/22/2022,U-Haul CO,Austin,CMP_001,Mustang,Overhead Camshaft,Manual,Black,Hatchback,"$22,001 "
8561,C_CND_008562,11/22/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_002,Viper,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$41,001 "
8562,C_CND_008563,11/22/2022,Rabun Used Car Sales,Scottsdale,CMP_022,S-Type,Overhead Camshaft,Manual,Red,Passenger,"$21,101 "
8563,C_CND_008564,11/22/2022,Race Car Help,Austin,CMP_021,SLK,Overhead Camshaft,Manual,Black,Passenger,"$26,001 "
8564,C_CND_008565,11/22/2022,Ryder Truck Rental and Leasing,Middletown,CMP_008,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$9,001 "
8565,C_CND_008566,11/22/2022,Saab-Belle Dodge,Aurora,CMP_001,Mustang,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$31,001 "
8566,C_CND_008567,11/22/2022,Saab-Belle Dodge,Aurora,CMP_002,Ram Pickup,Overhead Camshaft,Manual,Pale White,Hardtop,"$16,000 "
8567,C_CND_008568,11/22/2022,Race Car Help,Austin,CMP_020,SC,DoubleÂ Overhead Camshaft,Auto,Red,Hardtop,"$12,000 "
8568,C_CND_008569,11/22/2022,Rabun Used Car Sales,Austin,CMP_001,Focus,Overhead Camshaft,Manual,Red,Hardtop,"$17,751 "
8569,C_CND_008570,11/22/2022,Suburban Ford,Janesville,CMP_001,F-Series,Overhead Camshaft,Manual,Red,Passenger,"$13,000 "
8570,C_CND_008571,11/22/2022,Tri-State Mack Inc,Scottsdale,CMP_030,Grand Cherokee,Overhead Camshaft,Manual,Red,SUV,"$21,000 "
8571,C_CND_008572,11/22/2022,U-Haul CO,Austin,CMP_014,Accord,Overhead Camshaft,Manual,Red,Sedan,"$14,000 "
8572,C_CND_008573,11/22/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_010,328i,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$18,000 "
8573,C_CND_008574,11/22/2022,Rabun Used Car Sales,Scottsdale,CMP_018,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$16,000 "
8574,C_CND_008575,11/22/2022,Race Car Help,Austin,CMP_024,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$18,001 "
8575,C_CND_008576,11/22/2022,Ryder Truck Rental and Leasing,Middletown,CMP_026,Silhouette,Overhead Camshaft,Manual,Pale White,Sedan,"$15,001 "
8576,C_CND_008577,11/22/2022,Saab-Belle Dodge,Aurora,CMP_018,GTI,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$25,001 "
8577,C_CND_008578,11/22/2022,Scrivener Performance Engineering,Greenville,CMP_028,Prowler,Overhead Camshaft,Manual,Pale White,Hatchback,"$16,001 "
8578,C_CND_008579,11/22/2022,Suburban Ford,Janesville,CMP_007,Prizm,Overhead Camshaft,Manual,Black,Hardtop,"$16,001 "
8579,C_CND_008580,11/22/2022,Suburban Ford,Janesville,CMP_021,SLK230,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$33,001 "
8580,C_CND_008581,11/22/2022,Tri-State Mack Inc,Scottsdale,CMP_001,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$26,001 "
8581,C_CND_008582,11/22/2022,U-Haul CO,Austin,CMP_002,Durango,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$19,001 "
8582,C_CND_008583,11/22/2022,C & M Motors Inc,Aurora,CMP_010,528i,Overhead Camshaft,Manual,Pale White,SUV,"$16,000 "
8583,C_CND_008584,11/22/2022,Capitol KIA,Greenville,CMP_010,323i,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$19,000 "
8584,C_CND_008585,11/22/2022,Chrysler of Tri-Cities,Pasco,CMP_021,SLK230,Overhead Camshaft,Manual,Red,Hatchback,"$71,000 "
8585,C_CND_008586,11/22/2022,Chrysler Plymouth,Janesville,CMP_026,Bravada,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$15,000 "
8586,C_CND_008587,11/22/2022,Classic Chevy,Scottsdale,CMP_016,A6,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$42,000 "
8587,C_CND_008588,11/22/2022,Clay Johnson Auto Sales,Austin,CMP_002,Avenger,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$39,000 "
8588,C_CND_008589,11/22/2022,Diehl Motor CO Inc,Middletown,CMP_024,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$26,000 "
8589,C_CND_008590,11/22/2022,Motor Vehicle Branch Office,Austin,CMP_003,Seville,Overhead Camshaft,Manual,Pale White,Hardtop,"$17,000 "
8590,C_CND_008591,11/22/2022,Gartner Buick Hyundai Saab,Greenville,CMP_008,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$26,000 "
8591,C_CND_008592,11/22/2022,Hatfield Volkswagen,Pasco,CMP_005,TL,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$23,000 "
8592,C_CND_008593,11/22/2022,Iceberg Rentals,Janesville,CMP_027,LS400,Overhead Camshaft,Manual,Red,Sedan,"$13,000 "
8593,C_CND_008594,11/22/2022,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_006,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$19,000 "
8594,C_CND_008595,11/22/2022,New Castle Ford Lincoln Mercury,Aurora,CMP_017,Carrera Coupe,Overhead Camshaft,Manual,Pale White,Hardtop,"$26,000 "
8595,C_CND_008596,11/22/2022,Nebo Chevrolet,Middletown,CMP_004,Sienna,Overhead Camshaft,Manual,Black,Passenger,"$12,500 "
8596,C_CND_008597,11/22/2022,Iceberg Rentals,Greenville,CMP_020,SW,Overhead Camshaft,Manual,Black,Passenger,"$36,000 "
8597,C_CND_008598,11/22/2022,McKinney Dodge Chrysler Jeep,Pasco,CMP_014,CR-V,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$12,000 "
8598,C_CND_008599,11/22/2022,Scrivener Performance Engineering,Greenville,CMP_001,Focus,Overhead Camshaft,Manual,Black,Hardtop,"$49,000 "
8599,C_CND_008600,11/22/2022,Saab-Belle Dodge,Aurora,CMP_020,SC,DoubleÂ Overhead Camshaft,Auto,Black,Hardtop,"$33,500 "
8600,C_CND_008601,11/22/2022,New Castle Ford Lincoln Mercury,Austin,CMP_001,F-Series,Overhead Camshaft,Manual,Red,Passenger,"$13,000 "
8601,C_CND_008602,11/22/2022,Pars Auto Sales,Janesville,CMP_001,Contour,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$19,000 "
8602,C_CND_008603,11/22/2022,Pitre Buick-Pontiac-Gmc of Scottsdale,Scottsdale,CMP_002,Ram Van,Overhead Camshaft,Manual,Red,Hatchback,"$24,000 "
8603,C_CND_008604,11/22/2022,Progressive Shippers Cooperative Association No,Austin,CMP_018,GTI,Overhead Camshaft,Manual,Black,SUV,"$25,000 "
8604,C_CND_008605,11/22/2022,Rabun Used Car Sales,Middletown,CMP_025,Continental,Overhead Camshaft,Manual,Red,Passenger,"$82,000 "
8605,C_CND_008606,11/22/2022,Race Car Help,Aurora,CMP_023,S40,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$29,000 "
8606,C_CND_008607,11/22/2022,Ryder Truck Rental and Leasing,Greenville,CMP_006,3000GT,Overhead Camshaft,Manual,Red,Sedan,"$20,000 "
8607,C_CND_008608,11/22/2022,Saab-Belle Dodge,Pasco,CMP_014,CR-V,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$12,000 "
8608,C_CND_008609,11/22/2022,Scrivener Performance Engineering,Janesville,CMP_028,Voyager,Overhead Camshaft,Manual,Red,Passenger,"$20,000 "
8609,C_CND_008610,11/22/2022,Star Enterprises Inc,Scottsdale,CMP_007,Cavalier,Overhead Camshaft,Manual,Pale White,SUV,"$20,000 "
8610,C_CND_008611,11/23/2022,Ryder Truck Rental and Leasing,Middletown,CMP_018,Jetta,Overhead Camshaft,Manual,Pale White,Passenger,"$45,001 "
8611,C_CND_008612,11/23/2022,Saab-Belle Dodge,Aurora,CMP_026,Bravada,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$19,001 "
8612,C_CND_008613,11/23/2022,Scrivener Performance Engineering,Greenville,CMP_011,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$20,500 "
8613,C_CND_008614,11/23/2022,Star Enterprises Inc,Pasco,CMP_027,RX300,Overhead Camshaft,Manual,Black,Hatchback,"$18,000 "
8614,C_CND_008615,11/23/2022,Suburban Ford,Janesville,CMP_010,323i,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$22,000 "
8615,C_CND_008616,11/23/2022,Tri-State Mack Inc,Austin,CMP_011,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$12,500 "
8616,C_CND_008617,11/23/2022,U-Haul CO,Austin,CMP_029,3-Sep,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$69,000 "
8617,C_CND_008618,11/23/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_025,Continental,Overhead Camshaft,Manual,Pale White,Passenger,"$27,000 "
8618,C_CND_008619,11/23/2022,Rabun Used Car Sales,Scottsdale,CMP_026,Aurora,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$24,000 "
8619,C_CND_008620,11/23/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_007,Malibu,Overhead Camshaft,Manual,Pale White,Hatchback,"$57,000 "
8620,C_CND_008621,11/23/2022,Suburban Ford,Janesville,CMP_008,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$16,001 "
8621,C_CND_008622,11/23/2022,Tri-State Mack Inc,Scottsdale,CMP_001,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$29,501 "
8622,C_CND_008623,11/23/2022,U-Haul CO,Austin,CMP_024,Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$19,001 "
8623,C_CND_008624,11/23/2022,Star Enterprises Inc,Pasco,CMP_021,SL-Class,Overhead Camshaft,Manual,Black,Hardtop,"$38,001 "
8624,C_CND_008625,11/23/2022,C & M Motors Inc,Aurora,CMP_021,C-Class,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$15,501 "
8625,C_CND_008626,11/23/2022,Capitol KIA,Greenville,CMP_007,Corvette,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$45,001 "
8626,C_CND_008627,11/23/2022,Chrysler of Tri-Cities,Pasco,CMP_004,Corolla,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$41,001 "
8627,C_CND_008628,11/23/2022,Chrysler Plymouth,Janesville,CMP_018,Passat,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$13,001 "
8628,C_CND_008629,11/23/2022,Classic Chevy,Scottsdale,CMP_018,Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$17,501 "
8629,C_CND_008630,11/23/2022,Clay Johnson Auto Sales,Austin,CMP_011,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$46,501 "
8630,C_CND_008631,11/23/2022,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_003,Eldorado,Overhead Camshaft,Manual,Red,Passenger,"$31,001 "
8631,C_CND_008632,11/23/2022,C & M Motors Inc,Aurora,CMP_004,Celica,Overhead Camshaft,Manual,Pale White,SUV,"$14,001 "
8632,C_CND_008633,11/23/2022,Capitol KIA,Greenville,CMP_005,TL,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$24,601 "
8633,C_CND_008634,11/23/2022,Chrysler of Tri-Cities,Pasco,CMP_006,Diamante,Overhead Camshaft,Manual,Red,Hatchback,"$12,001 "
8634,C_CND_008635,11/23/2022,Chrysler Plymouth,Janesville,CMP_004,Corolla,Overhead Camshaft,Manual,Red,Passenger,"$14,201 "
8635,C_CND_008636,11/23/2022,Classic Chevy,Scottsdale,CMP_023,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$42,001 "
8636,C_CND_008637,11/23/2022,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_007,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,Hardtop,"$16,001 "
8637,C_CND_008638,11/23/2022,Diehl Motor CO Inc,Middletown,CMP_019,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$61,001 "
8638,C_CND_008639,11/23/2022,Nebo Chevrolet,Middletown,CMP_007,Malibu,Overhead Camshaft,Manual,Red,Hardtop,"$82,001 "
8639,C_CND_008640,11/23/2022,Gartner Buick Hyundai Saab,Greenville,CMP_020,SW,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$25,001 "
8640,C_CND_008641,11/23/2022,New Castle Ford Lincoln Mercury,Aurora,CMP_004,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$25,000 "
8641,C_CND_008642,11/23/2022,Pars Auto Sales,Greenville,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$69,000 "
8642,C_CND_008643,11/23/2022,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_004,Camry,Overhead Camshaft,Manual,Black,Hatchback,"$34,000 "
8643,C_CND_008644,11/23/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_009,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$33,000 "
8644,C_CND_008645,11/23/2022,Rabun Used Car Sales,Scottsdale,CMP_008,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,Hardtop,"$75,500 "
8645,C_CND_008646,11/23/2022,Race Car Help,Austin,CMP_019,Century,DoubleÂ Overhead Camshaft,Auto,Pale White,Hardtop,"$17,000 "
8646,C_CND_008647,11/23/2022,Hatfield Volkswagen,Pasco,CMP_014,Civic,Overhead Camshaft,Manual,Black,Hatchback,"$43,000 "
8647,C_CND_008648,11/23/2022,Iceberg Rentals,Janesville,CMP_014,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$22,000 "
8648,C_CND_008649,11/23/2022,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_019,Park Avenue,Overhead Camshaft,Manual,Red,Hatchback,"$45,000 "
8649,C_CND_008650,11/23/2022,Motor Vehicle Branch Office,Austin,CMP_003,Escalade,Overhead Camshaft,Manual,Black,Sedan,"$34,000 "
8650,C_CND_008651,11/23/2022,Suburban Ford,Austin,CMP_007,Lumina,Overhead Camshaft,Manual,Red,Passenger,"$12,000 "
8651,C_CND_008652,11/23/2022,Tri-State Mack Inc,Middletown,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$16,000 "
8652,C_CND_008653,11/23/2022,U-Haul CO,Aurora,CMP_021,SLK,Overhead Camshaft,Manual,Pale White,Passenger,"$17,000 "
8653,C_CND_008654,11/23/2022,Progressive Shippers Cooperative Association No,Greenville,CMP_018,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$16,000 "
8654,C_CND_008655,11/23/2022,C & M Motors Inc,Aurora,CMP_008,Pathfinder,Overhead Camshaft,Manual,Black,Hardtop,"$22,000 "
8655,C_CND_008656,11/23/2022,Chrysler of Tri-Cities,Pasco,CMP_028,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,Hardtop,"$22,000 "
8656,C_CND_008657,11/23/2022,Rabun Used Car Sales,Scottsdale,CMP_025,Town car,Overhead Camshaft,Manual,Black,Hatchback,"$17,000 "
8657,C_CND_008658,11/23/2022,Race Car Help,Austin,CMP_004,Celica,Overhead Camshaft,Manual,Pale White,SUV,"$14,500 "
8658,C_CND_008659,11/23/2022,Enterprise Rent A Car,Aurora,CMP_023,S70,DoubleÂ Overhead Camshaft,Auto,Black,Hardtop,"$26,800 "
8659,C_CND_008660,11/23/2022,Saab-Belle Dodge,Aurora,CMP_001,Crown Victoria,Overhead Camshaft,Manual,Pale White,Passenger,"$20,000 "
8660,C_CND_008661,11/24/2022,Rabun Used Car Sales,Scottsdale,CMP_004,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$12,500 "
8661,C_CND_008662,11/24/2022,Race Car Help,Austin,CMP_008,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$31,000 "
8662,C_CND_008663,11/24/2022,Ryder Truck Rental and Leasing,Middletown,CMP_025,Navigator,Overhead Camshaft,Manual,Pale White,Sedan,"$33,000 "
8663,C_CND_008664,11/24/2022,Saab-Belle Dodge,Aurora,CMP_002,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$12,000 "
8664,C_CND_008665,11/24/2022,Scrivener Performance Engineering,Greenville,CMP_023,V40,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$18,000 "
8665,C_CND_008666,11/24/2022,Star Enterprises Inc,Pasco,CMP_027,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$27,000 "
8666,C_CND_008667,11/24/2022,Suburban Ford,Janesville,CMP_021,CL500,Overhead Camshaft,Manual,Black,SUV,"$22,500 "
8667,C_CND_008668,11/24/2022,Tri-State Mack Inc,Scottsdale,CMP_006,Diamante,Overhead Camshaft,Manual,Red,Hatchback,"$12,500 "
8668,C_CND_008669,11/24/2022,U-Haul CO,Austin,CMP_005,Integra,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$45,000 "
8669,C_CND_008670,11/24/2022,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_009,Villager,Overhead Camshaft,Manual,Pale White,Passenger,"$14,000 "
8670,C_CND_008671,11/24/2022,Diehl Motor CO Inc,Middletown,CMP_001,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$19,001 "
8671,C_CND_008672,11/24/2022,Enterprise Rent A Car,Aurora,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$33,501 "
8672,C_CND_008673,11/24/2022,Gartner Buick Hyundai Saab,Greenville,CMP_014,Odyssey,Overhead Camshaft,Manual,Pale White,Passenger,"$54,001 "
8673,C_CND_008674,11/24/2022,Hatfield Volkswagen,Pasco,CMP_009,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$33,001 "
8674,C_CND_008675,11/24/2022,Suburban Ford,Janesville,CMP_028,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,Hardtop,"$22,001 "
8675,C_CND_008676,11/24/2022,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_008,Quest,Overhead Camshaft,Manual,Black,SUV,"$12,001 "
8676,C_CND_008677,11/24/2022,Motor Vehicle Branch Office,Austin,CMP_002,Stratus,Overhead Camshaft,Manual,Red,Hatchback,"$25,501 "
8677,C_CND_008678,11/24/2022,Nebo Chevrolet,Middletown,CMP_004,Camry,Overhead Camshaft,Manual,Black,Hatchback,"$34,001 "
8678,C_CND_008679,11/24/2022,New Castle Ford Lincoln Mercury,Aurora,CMP_009,Villager,Overhead Camshaft,Manual,Pale White,Passenger,"$14,101 "
8679,C_CND_008680,11/24/2022,Pars Auto Sales,Greenville,CMP_007,Metro,Overhead Camshaft,Manual,Pale White,Passenger,"$13,001 "
8680,C_CND_008681,11/24/2022,Hatfield Volkswagen,Pasco,CMP_023,C70,Overhead Camshaft,Manual,Black,Hatchback,"$17,501 "
8681,C_CND_008682,11/24/2022,Ryder Truck Rental and Leasing,Middletown,CMP_007,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,Hardtop,"$42,001 "
8682,C_CND_008683,11/24/2022,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_003,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$22,001 "
8683,C_CND_008684,11/24/2022,Motor Vehicle Branch Office,Austin,CMP_022,S-Type,Overhead Camshaft,Manual,Red,Passenger,"$45,501 "
8684,C_CND_008685,11/24/2022,Saab-Belle Dodge,Aurora,CMP_008,Pathfinder,Overhead Camshaft,Manual,Pale White,Hardtop,"$16,001 "
8685,C_CND_008686,11/24/2022,New Castle Ford Lincoln Mercury,Aurora,CMP_001,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$62,001 "
8686,C_CND_008687,11/24/2022,Pars Auto Sales,Greenville,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$22,001 "
8687,C_CND_008688,11/24/2022,U-Haul CO,Austin,CMP_021,SL-Class,Overhead Camshaft,Manual,Pale White,Hardtop,"$26,001 "
8688,C_CND_008689,11/24/2022,Scrivener Performance Engineering,Greenville,CMP_021,SL-Class,Overhead Camshaft,Manual,Pale White,Hardtop,"$26,001 "
8689,C_CND_008690,11/24/2022,Rabun Used Car Sales,Scottsdale,CMP_010,328i,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$16,000 "
8690,C_CND_008691,11/24/2022,Nebo Chevrolet,Middletown,CMP_030,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$19,000 "
8691,C_CND_008692,11/24/2022,New Castle Ford Lincoln Mercury,Aurora,CMP_023,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$42,500 "
8692,C_CND_008693,11/24/2022,Saab-Belle Dodge,Aurora,CMP_002,Ram Pickup,Overhead Camshaft,Manual,Pale White,Hardtop,"$20,500 "
8693,C_CND_008694,11/24/2022,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_011,LHS,Overhead Camshaft,Manual,Black,Hatchback,"$51,000 "
8694,C_CND_008695,11/24/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$22,000 "
8695,C_CND_008696,11/24/2022,Rabun Used Car Sales,Scottsdale,CMP_024,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$42,000 "
8696,C_CND_008697,11/24/2022,Race Car Help,Austin,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$69,000 "
8697,C_CND_008698,11/24/2022,Ryder Truck Rental and Leasing,Middletown,CMP_008,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$26,000 "
8698,C_CND_008699,11/24/2022,Scrivener Performance Engineering,Greenville,CMP_017,Carrera Coupe,Overhead Camshaft,Manual,Black,Hardtop,"$16,000 "
8699,C_CND_008700,11/24/2022,Scrivener Performance Engineering,Greenville,CMP_008,Quest,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$32,000 "
8700,C_CND_008701,11/24/2022,Scrivener Performance Engineering,Greenville,CMP_009,Grand Marquis,Overhead Camshaft,Manual,Pale White,SUV,"$16,000 "
8701,C_CND_008702,11/24/2022,Star Enterprises Inc,Pasco,CMP_026,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$22,500 "
8702,C_CND_008703,11/24/2022,Suburban Ford,Janesville,CMP_002,Dakota,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$21,000 "
8703,C_CND_008704,11/24/2022,Tri-State Mack Inc,Scottsdale,CMP_027,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$46,000 "
8704,C_CND_008705,11/24/2022,Rabun Used Car Sales,Scottsdale,CMP_016,A4,Overhead Camshaft,Manual,Pale White,Hardtop,"$12,000 "
8705,C_CND_008706,11/24/2022,Race Car Help,Austin,CMP_002,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,Hardtop,"$23,000 "
8706,C_CND_008707,11/24/2022,Scrivener Performance Engineering,Greenville,CMP_026,Alero,Overhead Camshaft,Manual,Black,Hardtop,"$17,000 "
8707,C_CND_008708,11/24/2022,Capitol KIA,Greenville,CMP_026,Bravada,Overhead Camshaft,Manual,Black,Hatchback,"$18,000 "
8708,C_CND_008709,11/24/2022,Chrysler of Tri-Cities,Pasco,CMP_008,Quest,Overhead Camshaft,Manual,Black,SUV,"$38,000 "
8709,C_CND_008710,11/24/2022,Chrysler Plymouth,Janesville,CMP_021,CL500,Overhead Camshaft,Manual,Pale White,SUV,"$22,000 "
8710,C_CND_008711,11/25/2022,C & M Motors Inc,Aurora,CMP_004,4Runner,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$35,000 "
8711,C_CND_008712,11/25/2022,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_029,5-Sep,Overhead Camshaft,Manual,Pale White,Hatchback,"$28,501 "
8712,C_CND_008713,11/25/2022,Race Car Help,Austin,CMP_012,Outback,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$57,000 "
8713,C_CND_008714,11/25/2022,Star Enterprises Inc,Pasco,CMP_024,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$31,000 "
8714,C_CND_008715,11/25/2022,Classic Chevy,Scottsdale,CMP_021,CL500,Overhead Camshaft,Manual,Pale White,SUV,"$22,000 "
8715,C_CND_008716,11/26/2022,Capitol KIA,Greenville,CMP_004,Camry,Overhead Camshaft,Manual,Black,Hatchback,"$34,000 "
8716,C_CND_008717,11/26/2022,Chrysler of Tri-Cities,Pasco,CMP_006,Montero Sport,Overhead Camshaft,Manual,Black,Hatchback,"$42,000 "
8717,C_CND_008718,11/26/2022,Chrysler Plymouth,Janesville,CMP_008,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$26,000 "
8718,C_CND_008719,11/26/2022,Classic Chevy,Austin,CMP_001,Ranger,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$61,500 "
